city_id,panel,record_type,estimate,group,lower,upper,label,n
451300,b,city,9.64135671880931,1.3- 19,,,,
451400,b,city,9.30775819946756,1.3- 19,,,,
460100,b,city,4.97807540820448,1.3- 19,,,,
460200,b,city,1.32719089164775,1.3- 19,,,,
500000,b,city,1878.50229662145,131-1879,,,,
510100,b,city,1362.24005278605,131-1879,,,,
510300,b,city,246.486045783212,131-1879,,,,
510400,b,city,37.7579309031664,37- 64,,,,
510500,b,city,280.385785859054,131-1879,,,,
510600,b,city,287.690370389658,131-1879,,,,
510700,b,city,350.04694894161,131-1879,,,,
510800,b,city,138.981762643781,131-1879,,,,
510900,b,city,238.081348587504,131-1879,,,,
511000,b,city,295.23000831175,131-1879,,,,
511100,b,city,228.933325226995,131-1879,,,,
511300,b,city,456.129226382126,131-1879,,,,
511400,b,city,260.412723149861,131-1879,,,,
511500,b,city,299.23403041122,131-1879,,,,
511600,b,city,257.729194043439,131-1879,,,,
511700,b,city,325.605043470597,131-1879,,,,
511800,b,city,83.4876144519873,64-131,,,,
511900,b,city,163.476105588245,131-1879,,,,
512000,b,city,225.445686975223,131-1879,,,,
520100,b,city,134.151992420125,131-1879,,,,
520200,b,city,62.4187315602316,37- 64,,,,
520300,b,city,238.511959104673,131-1879,,,,
520400,b,city,55.5087663152252,37- 64,,,,
530100,b,city,155.506086263314,131-1879,,,,
530300,b,city,116.297322779241,64-131,,,,
530400,b,city,47.8005900702631,37- 64,,,,
530500,b,city,44.7690348721177,37- 64,,,,
530600,b,city,145.084907007864,131-1879,,,,
530700,b,city,22.053891058964,19- 37,,,,
530900,b,city,36.8233415613737,19- 37,,,,
610100,b,city,392.999748718818,131-1879,,,,
610200,b,city,24.329131710393,19- 37,,,,
610300,b,city,116.118631816995,64-131,,,,
610400,b,city,182.45475177174,131-1879,,,,
610500,b,city,151.955636263092,131-1879,,,,
610600,b,city,42.5236364440564,37- 64,,,,
610700,b,city,160.610415852201,131-1879,,,,
610800,b,city,47.7341106013426,37- 64,,,,
610900,b,city,82.8533684655554,64-131,,,,
611000,b,city,44.4148660509077,37- 64,,,,
620100,b,city,78.0689316757186,64-131,,,,
620200,b,city,2.5238129080029,1.3- 19,,,,
620300,b,city,5.37576700257382,1.3- 19,,,,
620400,b,city,30.9177608147802,19- 37,,,,
620500,b,city,74.7511223835936,64-131,,,,
620600,b,city,19.2128296675163,19- 37,,,,
620700,b,city,9.1962458179438,1.3- 19,,,,
620800,b,city,51.143704212433,37- 64,,,,
620900,b,city,8.23738160265808,1.3- 19,,,,
621000,b,city,51.5802879606633,37- 64,,,,
621100,b,city,56.3073480916872,37- 64,,,,
630100,b,city,25.3380739050074,19- 37,,,,
640100,b,city,32.2341642524909,19- 37,,,,
640200,b,city,10.4486132353203,1.3- 19,,,,
640300,b,city,18.3070386771928,1.3- 19,,,,
640400,b,city,20.1531684026808,19- 37,,,,
650100,b,city,0,0,,,,
650200,b,city,0,0,,,,
,c,estimate,63.3898196201072,25-29,57.7232771651612,70.0071088872815,,
,c,estimate,135.583586704477,30-34,125.091683499761,147.903898437441,,
,c,estimate,189.013650941416,35-39,176.079529881336,204.861903741904,,
,c,estimate,333.297003998074,40-44,316.114896704016,352.476650803449,,
,c,estimate,733.668960482673,45-49,707.037713527914,766.499311577769,,
,c,estimate,1247.56718942158,50-54,1208.73640626705,1293.7740443879,,
,c,estimate,1654.97735434832,55-59,1614.77730672565,1706.54277429275,,
,c,estimate,2063.64451833271,60-64,2018.9133757732,2118.40264279599,,
,c,estimate,3292.00123039164,65-69,3229.39960021869,3369.64773679433,,
,c,estimate,3638.68258665342,70-74,3573.63625039345,3714.31711561341,,
,c,estimate,3916.31936737062,75-79,3844.21451888336,3991.48238178285,,
,c,estimate,4132.19486042879,80-84,4049.43468897006,4223.49293124519,,
,c,estimate,5915.29948725932,85+,5658.67459516581,6204.99486407281,,
,d,estimate,58.2605330629274,Male,,,,
,d,estimate,41.7394669370726,Female,,,,
,e,estimate,76.4927998241006,Age 65+,,,,
,e,estimate,51.1202150540289,Age 75+,,,,
,e,estimate,21.6553577746157,Age 85+,,,,
,f,estimate,8216.24367336111,Depopulating,7998.26326769266,8467.68262028941,"Depopulating
(n = 47)",47
,f,estimate,19099.3959425921,Non-depopulating,18581.5705754828,19696.7207441437,"Non-depopulating
(n = 234)",234
,g,estimate,8216.24367336111,Depopulating,7998.26326769266,8467.68262028941,"Depopulating
(n = 47)",47
,g,estimate,12888.8831916351,Non-depopulating: high positive connected exposure,12542.202008289,13288.7597568621,"High connected
(n = 83)",83
,g,estimate,3979.70780970334,Non-depopulating: low positive connected exposure,3869.50508012709,4106.80654324743,"Low connected
(n = 84)",84
,g,estimate,2230.80494125361,Non-depopulating: zero connected exposure,2169.86348706672,2301.15444403409,"Zero connected
(n = 67)",67
